officeCode,city,phone,addressLine1,country,postalCode,territory
821,Berlin,123-456-526,"123 Main St, Berlin",Germany,10115,NULL
822,New York,123-456-303,"123 Main St, New York",USA,10001,NULL
823,Tokyo,123-456-749,"123 Main St, Tokyo",Japan,100-0001,NULL
824,Paris,123-456-445,"123 Main St, Paris",France,75001,NULL
825,Paris,123-456-750,"123 Main St, Paris",France,75001,NULL
826,Tokyo,123-456-373,"123 Main St, Tokyo",Japan,100-0001,NULL
827,Tokyo,123-456-638,"123 Main St, Tokyo",Japan,100-0001,NULL
828,Tokyo,123-456-892,"123 Main St, Tokyo",Japan,100-0001,NULL
829,New York,123-456-911,"123 Main St, New York",USA,10001,NULL
83,Tokyo,123-456-679,"123 Main St, Tokyo",Japan,100-0001,NULL
830,New York,123-456-547,"123 Main St, New York",USA,10001,NULL
831,Tokyo,123-456-202,"123 Main St, Tokyo",Japan,100-0001,NULL
832,London,123-456-349,"123 Main St, London",UK,SW1A 1AA,NULL
833,London,123-456-084,"123 Main St, London",UK,SW1A 1AA,NULL
834,Berlin,123-456-812,"123 Main St, Berlin",Germany,10115,NULL
835,Paris,123-456-200,"123 Main St, Paris",France,75001,NULL
836,Berlin,123-456-797,"123 Main St, Berlin",Germany,10115,NULL
837,Berlin,123-456-160,"123 Main St, Berlin",Germany,10115,NULL
838,London,123-456-601,"123 Main St, London",UK,SW1A 1AA,NULL
839,Paris,123-456-828,"123 Main St, Paris",France,75001,NULL
84,Paris,123-456-845,"123 Main St, Paris",France,75001,NULL
840,Tokyo,123-456-530,"123 Main St, Tokyo",Japan,100-0001,NULL
841,Paris,123-456-293,"123 Main St, Paris",France,75001,NULL
842,London,123-456-664,"123 Main St, London",UK,SW1A 1AA,NULL
843,Berlin,123-456-612,"123 Main St, Berlin",Germany,10115,NULL
844,Berlin,123-456-268,"123 Main St, Berlin",Germany,10115,NULL
845,New York,123-456-725,"123 Main St, New York",USA,10001,NULL
846,London,123-456-305,"123 Main St, London",UK,SW1A 1AA,NULL
847,Paris,123-456-978,"123 Main St, Paris",France,75001,NULL
848,New York,123-456-454,"123 Main St, New York",USA,10001,NULL
849,Tokyo,123-456-058,"123 Main St, Tokyo",Japan,100-0001,NULL
85,Paris,123-456-439,"123 Main St, Paris",France,75001,NULL
850,Paris,123-456-443,"123 Main St, Paris",France,75001,NULL
851,London,123-456-822,"123 Main St, London",UK,SW1A 1AA,NULL
852,Paris,123-456-507,"123 Main St, Paris",France,75001,NULL
853,Tokyo,123-456-469,"123 Main St, Tokyo",Japan,100-0001,NULL
854,Berlin,123-456-317,"123 Main St, Berlin",Germany,10115,NULL
855,Tokyo,123-456-757,"123 Main St, Tokyo",Japan,100-0001,NULL
856,London,123-456-494,"123 Main St, London",UK,SW1A 1AA,NULL
857,Paris,123-456-102,"123 Main St, Paris",France,75001,NULL
858,Berlin,123-456-491,"123 Main St, Berlin",Germany,10115,NULL
859,Paris,123-456-082,"123 Main St, Paris",France,75001,NULL
86,Paris,123-456-976,"123 Main St, Paris",France,75001,NULL
860,Tokyo,123-456-784,"123 Main St, Tokyo",Japan,100-0001,NULL
861,New York,123-456-243,"123 Main St, New York",USA,10001,NULL
862,New York,123-456-991,"123 Main St, New York",USA,10001,NULL
863,Paris,123-456-305,"123 Main St, Paris",France,75001,NULL
864,London,123-456-705,"123 Main St, London",UK,SW1A 1AA,NULL
865,London,123-456-538,"123 Main St, London",UK,SW1A 1AA,NULL
866,Tokyo,123-456-746,"123 Main St, Tokyo",Japan,100-0001,NULL
867,Paris,123-456-810,"123 Main St, Paris",France,75001,NULL
868,New York,123-456-983,"123 Main St, New York",USA,10001,NULL
869,London,123-456-504,"123 Main St, London",UK,SW1A 1AA,NULL
87,London,123-456-238,"123 Main St, London",UK,SW1A 1AA,NULL
870,London,123-456-087,"123 Main St, London",UK,SW1A 1AA,NULL
871,London,123-456-948,"123 Main St, London",UK,SW1A 1AA,NULL
872,New York,123-456-513,"123 Main St, New York",USA,10001,NULL
873,London,123-456-407,"123 Main St, London",UK,SW1A 1AA,NULL
874,New York,123-456-140,"123 Main St, New York",USA,10001,NULL
875,London,123-456-364,"123 Main St, London",UK,SW1A 1AA,NULL
876,Berlin,123-456-449,"123 Main St, Berlin",Germany,10115,NULL
877,Berlin,123-456-849,"123 Main St, Berlin",Germany,10115,NULL
878,London,123-456-928,"123 Main St, London",UK,SW1A 1AA,NULL
879,London,123-456-607,"123 Main St, London",UK,SW1A 1AA,NULL
88,Berlin,123-456-452,"123 Main St, Berlin",Germany,10115,NULL
880,New York,123-456-362,"123 Main St, New York",USA,10001,NULL
881,London,123-456-620,"123 Main St, London",UK,SW1A 1AA,NULL
882,London,123-456-053,"123 Main St, London",UK,SW1A 1AA,NULL
883,Paris,123-456-160,"123 Main St, Paris",France,75001,NULL
884,Tokyo,123-456-944,"123 Main St, Tokyo",Japan,100-0001,NULL
885,Tokyo,123-456-132,"123 Main St, Tokyo",Japan,100-0001,NULL
886,London,123-456-737,"123 Main St, London",UK,SW1A 1AA,NULL
887,Tokyo,123-456-848,"123 Main St, Tokyo",Japan,100-0001,NULL
888,Tokyo,123-456-974,"123 Main St, Tokyo",Japan,100-0001,NULL
889,London,123-456-816,"123 Main St, London",UK,SW1A 1AA,NULL
89,London,123-456-726,"123 Main St, London",UK,SW1A 1AA,NULL
890,London,123-456-230,"123 Main St, London",UK,SW1A 1AA,NULL
891,Tokyo,123-456-437,"123 Main St, Tokyo",Japan,100-0001,NULL
892,Paris,123-456-958,"123 Main St, Paris",France,75001,NULL
893,Berlin,123-456-241,"123 Main St, Berlin",Germany,10115,NULL
894,New York,123-456-267,"123 Main St, New York",USA,10001,NULL
895,New York,123-456-674,"123 Main St, New York",USA,10001,NULL
896,Tokyo,123-456-977,"123 Main St, Tokyo",Japan,100-0001,NULL
897,Paris,123-456-808,"123 Main St, Paris",France,75001,NULL
898,Paris,123-456-034,"123 Main St, Paris",France,75001,NULL
899,Berlin,123-456-627,"123 Main St, Berlin",Germany,10115,NULL
9,London,123-456-864,"123 Main St, London",UK,SW1A 1AA,NULL
90,Berlin,123-456-372,"123 Main St, Berlin",Germany,10115,NULL
900,Tokyo,123-456-656,"123 Main St, Tokyo",Japan,100-0001,NULL
901,New York,123-456-038,"123 Main St, New York",USA,10001,NULL
902,London,123-456-012,"123 Main St, London",UK,SW1A 1AA,NULL
903,Tokyo,123-456-163,"123 Main St, Tokyo",Japan,100-0001,NULL
904,Berlin,123-456-816,"123 Main St, Berlin",Germany,10115,NULL
905,London,123-456-060,"123 Main St, London",UK,SW1A 1AA,NULL
906,London,123-456-609,"123 Main St, London",UK,SW1A 1AA,NULL
907,Paris,123-456-841,"123 Main St, Paris",France,75001,NULL
908,Berlin,123-456-659,"123 Main St, Berlin",Germany,10115,NULL
909,Berlin,123-456-342,"123 Main St, Berlin",Germany,10115,NULL
91,London,123-456-533,"123 Main St, London",UK,SW1A 1AA,NULL
910,Tokyo,123-456-810,"123 Main St, Tokyo",Japan,100-0001,NULL
911,Tokyo,123-456-913,"123 Main St, Tokyo",Japan,100-0001,NULL
912,London,123-456-285,"123 Main St, London",UK,SW1A 1AA,NULL
913,Paris,123-456-966,"123 Main St, Paris",France,75001,NULL
914,Paris,123-456-959,"123 Main St, Paris",France,75001,NULL
915,Berlin,123-456-215,"123 Main St, Berlin",Germany,10115,NULL
916,Tokyo,123-456-435,"123 Main St, Tokyo",Japan,100-0001,NULL
917,London,123-456-790,"123 Main St, London",UK,SW1A 1AA,NULL
918,Paris,123-456-453,"123 Main St, Paris",France,75001,NULL
919,Paris,123-456-450,"123 Main St, Paris",France,75001,NULL
92,New York,123-456-266,"123 Main St, New York",USA,10001,NULL
920,Tokyo,123-456-870,"123 Main St, Tokyo",Japan,100-0001,NULL
921,London,123-456-655,"123 Main St, London",UK,SW1A 1AA,NULL
922,London,123-456-279,"123 Main St, London",UK,SW1A 1AA,NULL
923,London,123-456-641,"123 Main St, London",UK,SW1A 1AA,NULL
924,London,123-456-549,"123 Main St, London",UK,SW1A 1AA,NULL
925,London,123-456-481,"123 Main St, London",UK,SW1A 1AA,NULL
926,Tokyo,123-456-397,"123 Main St, Tokyo",Japan,100-0001,NULL
927,London,123-456-866,"123 Main St, London",UK,SW1A 1AA,NULL
928,Paris,123-456-569,"123 Main St, Paris",France,75001,NULL
929,New York,123-456-915,"123 Main St, New York",USA,10001,NULL
93,Tokyo,123-456-712,"123 Main St, Tokyo",Japan,100-0001,NULL
930,Berlin,123-456-990,"123 Main St, Berlin",Germany,10115,NULL
931,Berlin,123-456-479,"123 Main St, Berlin",Germany,10115,NULL
932,Tokyo,123-456-133,"123 Main St, Tokyo",Japan,100-0001,NULL
933,London,123-456-791,"123 Main St, London",UK,SW1A 1AA,NULL
934,New York,123-456-952,"123 Main St, New York",USA,10001,NULL
935,Berlin,123-456-434,"123 Main St, Berlin",Germany,10115,NULL
936,London,123-456-445,"123 Main St, London",UK,SW1A 1AA,NULL
937,Tokyo,123-456-589,"123 Main St, Tokyo",Japan,100-0001,NULL
938,Tokyo,123-456-412,"123 Main St, Tokyo",Japan,100-0001,NULL
939,Berlin,123-456-485,"123 Main St, Berlin",Germany,10115,NULL
94,New York,123-456-390,"123 Main St, New York",USA,10001,NULL
940,Paris,123-456-284,"123 Main St, Paris",France,75001,NULL
941,New York,123-456-475,"123 Main St, New York",USA,10001,NULL
942,London,123-456-360,"123 Main St, London",UK,SW1A 1AA,NULL
943,Berlin,123-456-430,"123 Main St, Berlin",Germany,10115,NULL
944,New York,123-456-689,"123 Main St, New York",USA,10001,NULL
945,Paris,123-456-897,"123 Main St, Paris",France,75001,NULL
946,Berlin,123-456-129,"123 Main St, Berlin",Germany,10115,NULL
947,New York,123-456-328,"123 Main St, New York",USA,10001,NULL
948,Tokyo,123-456-776,"123 Main St, Tokyo",Japan,100-0001,NULL
949,Paris,123-456-190,"123 Main St, Paris",France,75001,NULL
95,Berlin,123-456-476,"123 Main St, Berlin",Germany,10115,NULL
950,London,123-456-838,"123 Main St, London",UK,SW1A 1AA,NULL
951,Paris,123-456-955,"123 Main St, Paris",France,75001,NULL
952,Berlin,123-456-681,"123 Main St, Berlin",Germany,10115,NULL
953,New York,123-456-637,"123 Main St, New York",USA,10001,NULL
954,Tokyo,123-456-751,"123 Main St, Tokyo",Japan,100-0001,NULL
955,New York,123-456-194,"123 Main St, New York",USA,10001,NULL
956,Paris,123-456-652,"123 Main St, Paris",France,75001,NULL
957,Berlin,123-456-067,"123 Main St, Berlin",Germany,10115,NULL
958,Paris,123-456-383,"123 Main St, Paris",France,75001,NULL
959,Berlin,123-456-007,"123 Main St, Berlin",Germany,10115,NULL
96,Berlin,123-456-989,"123 Main St, Berlin",Germany,10115,NULL
960,Berlin,123-456-100,"123 Main St, Berlin",Germany,10115,NULL
961,Berlin,123-456-798,"123 Main St, Berlin",Germany,10115,NULL
962,London,123-456-153,"123 Main St, London",UK,SW1A 1AA,NULL
963,London,123-456-186,"123 Main St, London",UK,SW1A 1AA,NULL
964,Berlin,123-456-764,"123 Main St, Berlin",Germany,10115,NULL
965,New York,123-456-995,"123 Main St, New York",USA,10001,NULL
966,Tokyo,123-456-223,"123 Main St, Tokyo",Japan,100-0001,NULL
967,Berlin,123-456-618,"123 Main St, Berlin",Germany,10115,NULL
968,Berlin,123-456-438,"123 Main St, Berlin",Germany,10115,NULL
969,London,123-456-911,"123 Main St, London",UK,SW1A 1AA,NULL
97,Paris,123-456-400,"123 Main St, Paris",France,75001,NULL
970,London,123-456-976,"123 Main St, London",UK,SW1A 1AA,NULL
971,Berlin,123-456-155,"123 Main St, Berlin",Germany,10115,NULL
972,Berlin,123-456-425,"123 Main St, Berlin",Germany,10115,NULL
973,Berlin,123-456-562,"123 Main St, Berlin",Germany,10115,NULL
974,London,123-456-373,"123 Main St, London",UK,SW1A 1AA,NULL
975,Berlin,123-456-528,"123 Main St, Berlin",Germany,10115,NULL
976,London,123-456-917,"123 Main St, London",UK,SW1A 1AA,NULL
977,Berlin,123-456-809,"123 Main St, Berlin",Germany,10115,NULL
978,London,123-456-626,"123 Main St, London",UK,SW1A 1AA,NULL
979,Paris,123-456-697,"123 Main St, Paris",France,75001,NULL
98,New York,123-456-562,"123 Main St, New York",USA,10001,NULL
980,New York,123-456-668,"123 Main St, New York",USA,10001,NULL
981,New York,123-456-471,"123 Main St, New York",USA,10001,NULL
982,New York,123-456-451,"123 Main St, New York",USA,10001,NULL
983,Tokyo,123-456-268,"123 Main St, Tokyo",Japan,100-0001,NULL
984,Berlin,123-456-854,"123 Main St, Berlin",Germany,10115,NULL
985,London,123-456-730,"123 Main St, London",UK,SW1A 1AA,NULL
986,London,123-456-454,"123 Main St, London",UK,SW1A 1AA,NULL
987,Paris,123-456-188,"123 Main St, Paris",France,75001,NULL
988,New York,123-456-294,"123 Main St, New York",USA,10001,NULL
989,London,123-456-970,"123 Main St, London",UK,SW1A 1AA,NULL
99,Paris,123-456-018,"123 Main St, Paris",France,75001,NULL
990,New York,123-456-674,"123 Main St, New York",USA,10001,NULL
991,New York,123-456-661,"123 Main St, New York",USA,10001,NULL
992,Tokyo,123-456-835,"123 Main St, Tokyo",Japan,100-0001,NULL
993,New York,123-456-441,"123 Main St, New York",USA,10001,NULL
994,Berlin,123-456-931,"123 Main St, Berlin",Germany,10115,NULL
995,London,123-456-627,"123 Main St, London",UK,SW1A 1AA,NULL
996,Tokyo,123-456-106,"123 Main St, Tokyo",Japan,100-0001,NULL
997,Tokyo,123-456-808,"123 Main St, Tokyo",Japan,100-0001,NULL
998,Paris,123-456-964,"123 Main St, Paris",France,75001,NULL
999,Berlin,123-456-103,"123 Main St, Berlin",Germany,10115,NULL
